t 0.02, x 18.26352, y 0, z 9.848078, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4222968, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4261549, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4304701, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4392089, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.44672, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4545179, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4626339, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4708315, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4784822, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4864507, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4901996, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4943551, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.4981393, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5022412, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5062099, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5102784, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5141929, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5181496, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5223516, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5261526, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.530342, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5342353, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5384388, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5421619, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5463126, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5518138, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5593839, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5669833, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5701035, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5747808, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5781745, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.582914, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5860971, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.590779, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5941471, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.5988501, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6021582, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6067817, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6101683, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6150348, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6180837, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6229373, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6261463, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6308379, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6388162, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6421628, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6470041, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6500907, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6547484, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6581551, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6629044, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6662543, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6709705, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6741422, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6783117, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6821967, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6868368, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6901721, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6949502, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.6981151, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7023246, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7062008, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7102533, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7142131, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7181115, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.722295, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7261769, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7302612, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.734763, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7381721, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7422439, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.746965, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7501705, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7543653, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7581372, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7622434, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7661065, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7703163, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7742308, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7787716, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7825705, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7861795, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7902333, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7942886, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.7982519, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8022067, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8061521, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8102699, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8141978, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8181685, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8222773, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8262089, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8303006, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8347628, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8381093, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.84227, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8461978, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8508391, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8541714, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8582308, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8622211, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8667858, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8701942, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8748081, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8781955, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8828909, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8861452, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8908809, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8941837, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.8988743, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.902136, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9068425, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9101492, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9149968, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9182072, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9231419, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9314404, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9390876, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9421048, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9469591, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9501919, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9549997, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9581271, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9629933, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9661291, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9710724, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9742141, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9789806, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9825473, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9868782, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.990195, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9948972, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 0.9981279, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.00299, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.006154, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.010952, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.014177, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.018866, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.022192, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.026982, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.030138, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.034916, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.038186, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.04292, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.046209, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.050954, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.054193, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.058944, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.062212, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.066184, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.070974, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.07482, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.078153, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.082676, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.086884, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.09029, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.095009, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.098211, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.1023, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.106228, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.110311, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.114222, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.118195, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.122167, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.126316, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.13024, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.134317, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.138348, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.142259, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.146227, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.1503, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.154223, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.161353, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.167072, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.170149, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.174901, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.178151, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.182846, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.186191, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.190869, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.194148, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.198931, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.202112, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.206933, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.210312, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.214958, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.218114, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.222859, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.226164, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.230899, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.234256, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.239098, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.242121, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.246873, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.250118, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.254974, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.258142, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.262969, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.266112, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.27091, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.274166, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.278911, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.282199, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.286936, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.290175, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.294914, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.2981, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.302778, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.306143, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.31093, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.314175, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.318916, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.322178, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.32632, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.33029, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.334207, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.338488, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 1.342171, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
