t 0.02, x 18.26352, y 0, z 9.848078, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.37432, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.378175, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.382155, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.386195, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.390266, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.394195, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.398339, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.402097, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.406326, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.410171, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.414379, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.418149, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.422343, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.426162, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.430354, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.434187, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.438188, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.442194, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.446253, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.450251, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.454341, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.458111, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.462194, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.466221, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.470232, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.474162, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.478303, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.482229, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.486318, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.490205, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.494264, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.49815, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.502411, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.506843, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.510157, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.514472, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.518227, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.522332, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.526155, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.530345, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.534224, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.538399, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.542196, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.546379, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.550219, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.554443, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.558314, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.562304, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.566336, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.570447, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.574201, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.57834, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.58234, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.586337, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.590268, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.5942, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.598367, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.602224, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.606369, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.610519, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.614412, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.61817, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.622345, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.626211, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.630423, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.634157, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.638241, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.642265, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.646283, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.650183, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.654358, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.658293, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.66229, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.666277, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.670396, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.674294, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.678259, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.682403, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.686329, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.690225, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.694312, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.698319, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.702211, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.706342, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.710243, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.714361, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.718139, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.722298, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.726205, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.730348, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.734257, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.738492, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.742256, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.746298, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.750221, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.754448, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.758251, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.762328, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.766236, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.770329, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.774217, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.778192, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.782274, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.786235, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.790317, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.794297, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.79828, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.802224, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.806453, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.810242, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.814268, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.818255, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.822336, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.826147, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.830369, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.834226, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.838402, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.842269, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.846247, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.85023, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.854324, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.858285, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.862245, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.866253, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.870396, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.874237, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.878394, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.882327, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.886352, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.890191, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.894264, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.898256, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.90233, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.906245, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.910333, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.914284, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.918279, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.922312, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.926256, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.930373, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.934249, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.938495, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.942331, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.946334, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.950284, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.954406, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.958244, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.962404, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.966438, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.971392, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.979132, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.987312, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.995555, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.003293, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.011557, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.01953, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.027138, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.035393, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.043337, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.051072, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.054214, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.058851, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.062145, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.066738, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.07017, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.074924, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.078111, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.082905, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.086119, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.090821, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.094156, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.098926, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.102111, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.106852, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.110183, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.114988, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.118103, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.1229, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.126148, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.131008, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.139263, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.146736, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.150252, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.154235, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.158177, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.162235, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.166168, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.170238, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.17418, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.178256, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.182203, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.186222, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.190276, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.19413, x 15.72721, y -0.1919744, z 9.03916, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.201806, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.27845, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.282384, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.286494, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.290313, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.294349, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.298401, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.302368, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.306394, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.310371, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.314343, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.318363, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.322243, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.326457, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.330329, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.334231, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.338389, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.346556, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.354631, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.370361, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.374573, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.378436, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.382353, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.38635, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.390289, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.394258, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.398167, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.402231, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.406361, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.410403, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.414399, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.418295, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.42221, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.426427, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.43047, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.434204, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.438459, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.442435, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.446365, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.450403, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.454309, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.458513, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.462364, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.466473, x 16.34428, y -0.2530457, z 9.30439, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.470244, x 16.3524, y -0.2530457, z 9.307577, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.47458, x 16.3524, y -0.2530457, z 9.307577, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
