t 0, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.761463, x -0.3914846, y 3.922955, z 49.84433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.765286, x -0.3914846, y 3.922955, z 49.84433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.769456, x -0.3914576, y 3.966452, z 49.84089, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.773243, x -0.3914576, y 3.966452, z 49.84089, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.777303, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.781447, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.785385, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.789346, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.793494, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.797508, x -0.3914303, y 4.009946, z 49.83741, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.801585, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.805457, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.809337, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.813355, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.817323, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.821314, x -0.4349214, y 4.009946, z 49.83705, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.825315, x -0.4348908, y 4.053437, z 49.83353, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.829417, x -0.4348908, y 4.053437, z 49.83353, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.833341, x -0.4348598, y 4.096925, z 49.82997, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.837415, x -0.4348283, y 4.14041, z 49.82638, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.841366, x -0.4348283, y 4.14041, z 49.82638, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.845448, x -0.4782751, y 4.183893, z 49.82235, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.849325, x -0.4782751, y 4.183893, z 49.82235, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.853308, x -0.4782751, y 4.183893, z 49.82235, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.85761, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.861556, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.865263, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.869458, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.873441, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.877563, x -0.6085258, y 4.357788, z 49.80602, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.881755, x -0.6952911, y 4.488174, z 49.7933, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.885725, x -0.6952911, y 4.488174, z 49.7933, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.889466, x -0.6952911, y 4.488174, z 49.7933, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.893717, x -0.7386263, y 4.575081, z 49.78477, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.897831, x -0.7386263, y 4.575081, z 49.78477, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.901509, x -0.7819449, y 4.661975, z 49.77604, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.905341, x -0.7819449, y 4.661975, z 49.77604, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.909446, x -0.7819449, y 4.661975, z 49.77604, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.913314, x -0.7817504, y 4.792288, z 49.76367, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.917496, x -0.7817504, y 4.792288, z 49.76367, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.921244, x -0.7817504, y 4.792288, z 49.76367, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.925557, x -0.8683813, y 4.922568, z 49.74952, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.929684, x -0.8683813, y 4.922568, z 49.74952, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.933534, x -0.8683813, y 4.922568, z 49.74952, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.937854, x -0.9115562, y 5.052815, z 49.73568, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.941483, x -0.9115562, y 5.052815, z 49.73568, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.945322, x -0.9115562, y 5.052815, z 49.73568, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.949631, x -1.08467, y 5.269816, z 49.70968, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.953318, x -1.08467, y 5.269816, z 49.70968, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.957783, x -1.214348, y 5.443344, z 49.68798, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.961493, x -1.214348, y 5.443344, z 49.68798, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.965598, x -1.214348, y 5.443344, z 49.68798, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.969518, x -1.257588, y 5.486716, z 49.68213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.9735, x -1.257588, y 5.486716, z 49.68213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.977344, x -1.257588, y 5.486716, z 49.68213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.981662, x -1.430443, y 5.660161, z 49.65799, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.985552, x -1.430443, y 5.660161, z 49.65799, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.989516, x -1.430443, y 5.660161, z 49.65799, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.99354, x -1.602961, y 5.876871, z 49.62754, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.997474, x -1.602961, y 5.876871, z 49.62754, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.00159, x -1.602961, y 5.876871, z 49.62754, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.005369, x -1.818333, y 6.136774, z 49.58865, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.009523, x -1.818333, y 6.136774, z 49.58865, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.013351, x -2.162805, y 6.43978, z 49.53637, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.017546, x -2.506541, y 6.742547, z 49.47985, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.021327, x -2.506541, y 6.742547, z 49.47985, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.025577, x -2.677954, y 6.915443, z 49.44699, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.029498, x -2.677954, y 6.915443, z 49.44699, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.03353, x -2.677954, y 6.915443, z 49.44699, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.037528, x -3.020839, y 7.174632, z 49.39027, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.041342, x -3.020839, y 7.174632, z 49.39027, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.045302, x -3.020839, y 7.174632, z 49.39027, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.049357, x -3.491645, y 7.476768, z 49.31436, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.053306, x -3.491645, y 7.476768, z 49.31436, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.057408, x -3.491645, y 7.476768, z 49.31436, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.061643, x -3.704805, y 7.649292, z 49.27233, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.065381, x -3.704805, y 7.649292, z 49.27233, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.06946, x -3.831692, y 7.821723, z 49.23554, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.073517, x -3.958364, y 7.99406, z 49.19783, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.077495, x -3.958364, y 7.99406, z 49.19783, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.081554, x -4.127712, y 8.166299, z 49.15561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.085201, x -4.127712, y 8.166299, z 49.15561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.089712, x -4.127712, y 8.166299, z 49.15561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.093468, x -4.253272, y 8.381456, z 49.10867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.097707, x -4.253272, y 8.381456, z 49.10867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.101466, x -4.253272, y 8.381456, z 49.10867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.105482, x -4.420667, y 8.639436, z 49.04914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.109582, x -4.420667, y 8.639436, z 49.04914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.11349, x -4.420667, y 8.639436, z 49.04914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.117593, x -4.587573, y 8.897177, z 48.9877, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.124806, x -4.587573, y 8.897177, z 48.9877, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.137879, x -4.796666, y 9.154675, z 48.92018, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.141669, x -5.003438, y 9.497615, z 48.83401, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.145599, x -5.003438, y 9.497615, z 48.83401, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.149543, x -5.251831, y 9.840091, z 48.74003, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.153421, x -5.251831, y 9.840091, z 48.74003, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.15753, x -5.251831, y 9.840091, z 48.74003, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.161542, x -5.540547, y 10.2248, z 48.62875, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.165725, x -5.540547, y 10.2248, z 48.62875, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.169484, x -5.540547, y 10.2248, z 48.62875, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.173461, x -5.744146, y 10.56624, z 48.53204, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.177613, x -5.744146, y 10.56624, z 48.53204, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.18149, x -5.744146, y 10.56624, z 48.53204, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.18548, x -5.826633, y 10.65152, z 48.50356, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.189502, x -5.826633, y 10.65152, z 48.50356, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.193468, x -6.031238, y 10.90716, z 48.42167, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.197634, x -6.235068, y 11.16251, z 48.33759, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.201532, x -6.235068, y 11.16251, z 48.33759, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.205584, x -6.397298, y 11.37506, z 48.26678, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.209526, x -6.397298, y 11.37506, z 48.26678, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.213578, x -6.397298, y 11.37506, z 48.26678, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.217428, x -6.641708, y 11.62984, z 48.17297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.22138, x -6.641708, y 11.62984, z 48.17297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.225562, x -6.641708, y 11.62984, z 48.17297, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.229569, x -6.841701, y 11.92667, z 48.0723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.233428, x -6.841701, y 11.92667, z 48.0723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.237309, x -6.841701, y 11.92667, z 48.0723, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.241518, x -6.963027, y 12.05375, z 48.02316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.245342, x -6.963027, y 12.05375, z 48.02316, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.249376, x -7.203296, y 12.34995, z 47.91233, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.253538, x -7.442319, y 12.64569, z 47.79852, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.257306, x -7.442319, y 12.64569, z 47.79852, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.261563, x -7.600369, y 12.85664, z 47.7173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.265503, x -7.600369, y 12.85664, z 47.7173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.269513, x -7.600369, y 12.85664, z 47.7173, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.273736, x -7.842773, y 13.02522, z 47.63228, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.277594, x -7.842773, y 13.02522, z 47.63228, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.281656, x -7.842773, y 13.02522, z 47.63228, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.285646, x -8.00521, y 13.10946, z 47.58213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.289346, x -8.00521, y 13.10946, z 47.58213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.293584, x -8.00521, y 13.10946, z 47.58213, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.297449, x -8.046729, y 13.10946, z 47.57512, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.301546, x -8.046729, y 13.10946, z 47.57512, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.305457, x -8.088244, y 13.10946, z 47.56808, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.309637, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.313563, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.317446, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.32219, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.325485, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.329555, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.333614, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.337856, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.341292, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.345643, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.349567, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.353611, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.357498, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.361435, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.365588, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.369501, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.373491, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.377628, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.381511, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.385512, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.38935, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.393564, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.397545, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.401496, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.405491, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.409593, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.413598, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.417413, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.421383, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.425342, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.429525, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.433386, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.437773, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.441494, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.445555, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.44951, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.453481, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.457523, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.461552, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.465543, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.469647, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.473561, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.477625, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.481275, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.485585, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.489548, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.493566, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.497499, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.501507, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.505467, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.509535, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.513544, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.517555, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.521343, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.525605, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.529546, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.533543, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.537786, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.541501, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.54558, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.549571, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.553427, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.557528, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.561616, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.565544, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.569478, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.57351, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.577591, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.58156, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.585641, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.589613, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.593505, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.597568, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.601572, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.605536, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.609618, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.613453, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.617356, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.621455, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.625431, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.629546, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.633627, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.637759, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.641525, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.645686, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.649516, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.653757, x -8.129752, y 13.10946, z 47.561, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.657495, x -8.127821, y 13.15156, z 47.54971, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.661563, x -8.127821, y 13.15156, z 47.54971, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.665358, x -8.127821, y 13.15156, z 47.54971, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.67442, x -8.167368, y 13.19365, z 47.53127, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.686899, x -8.20491, y 13.27781, z 47.50136, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.689696, x -8.23838, y 13.44599, z 47.44823, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.693528, x -8.23838, y 13.44599, z 47.44823, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.69749, x -8.23838, y 13.44599, z 47.44823, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.701677, x -8.308904, y 13.69796, z 47.36378, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.705493, x -8.308904, y 13.69796, z 47.36378, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.70947, x -8.308904, y 13.69796, z 47.36378, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.713677, x -8.298497, y 13.90765, z 47.30446, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.717529, x -8.298497, y 13.90765, z 47.30446, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.721316, x -8.298497, y 13.90765, z 47.30446, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.725609, x -8.283662, y 14.20077, z 47.2199, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.729456, x -8.283662, y 14.20077, z 47.2199, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.733294, x -8.188403, y 14.45159, z 47.16038, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.737777, x -8.093155, y 14.70202, z 47.09938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.741453, x -8.093155, y 14.70202, z 47.09938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.745574, x -7.995734, y 14.99367, z 47.02402, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.749457, x -7.995734, y 14.99367, z 47.02402, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.753454, x -7.995734, y 14.99367, z 47.02402, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.757556, x -7.850703, y 15.40935, z 46.91395, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.761434, x -7.850703, y 15.40935, z 46.91395, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
